ah,aw,ifs,fs,ofs,dfw,total_cycles,avg_mapping_eff
6,9,4,1,2,is,51162,44.25182117935741
8,8,3,1,2,ws,29250,79.375
3,6,3,1,1,ws,71426,86.00128266794937
9,3,2,4,3,ws,47967,84.29551244366061
9,4,4,1,3,ws,35250,93.40388007054673
5,10,3,4,4,is,55748,43.255029108822136
10,3,1,1,2,ws,49798,81.26913580246917
9,4,3,1,4,ws,35250,93.40388007054673
10,8,4,1,4,ws,25399,76.1
9,8,3,2,1,os,22257,35.76432022084197
8,8,1,3,3,is,250457,44.08448153887616
8,8,1,4,2,ws,23807,79.375
10,6,2,4,2,ws,24427,80.70476190476191
4,6,4,1,1,is,82371,49.25903971547125
10,5,4,2,2,ws,29524,85.76
6,3,1,2,4,os,229529,40.48981438792386
9,8,4,1,4,os,22108,35.76432022084197
8,9,1,2,2,ws,23716,73.80070546737214
9,9,3,3,3,ws,19333,73.61943954536545
6,4,1,1,2,ws,49612,91.49206349206348
6,9,4,2,4,ws,28657,71.69888860894153
8,4,4,3,4,is,83359,51.875
9,4,2,1,1,is,107176,54.144620811287474
5,6,1,3,3,is,181038,47.55145841424279
10,6,3,2,4,is,53571,46.508437067773166
9,3,2,2,1,is,92402,58.83183189776089
8,7,4,1,1,ws,35256,76.66666666666666
3,10,2,2,4,is,73269,45.46830759704331
4,4,4,4,1,is,110441,54.28571428571429
8,8,4,1,2,os,23592,36.38530016170328
9,7,4,3,4,ws,24462,76.01578903166204
4,6,4,2,2,ws,50103,86.19047619047618
5,3,2,3,4,ws,82905,83.96801070364288
9,8,4,4,1,ws,19446,79.43562610229276
8,6,4,1,4,ws,35187,84.04761904761907
4,8,1,2,3,ws,39175,81.78571428571429
3,3,2,1,4,os,148653,49.8931065689946
4,5,3,2,3,ws,60811,91.42857142857143
5,10,4,1,2,is,56241,43.255029108822136
6,6,2,1,3,is,72656,47.4460032053393
5,9,3,1,3,os,34625,36.60937659461297
4,4,2,3,4,os,114530,54.16666666666667
9,5,1,3,3,os,73391,38.611456176673535
3,5,2,1,3,is,117646,51.754025870750276
5,4,3,1,3,is,101511,52.43349753694592
3,7,2,4,2,is,89514,48.07661063596921
5,4,1,4,1,is,243548,52.43349753694592
9,8,1,2,3,ws,19446,79.43562610229276
6,6,4,4,1,os,37710,40.37223649256826
4,9,4,2,1,os,42025,39.144620811287666
8,6,4,4,2,ws,29761,84.04761904761907
6,5,2,2,2,is,117034,49.291084156136044
8,9,4,4,1,os,23823,32.748132771602144
8,5,4,1,1,ws,41079,89.5
8,5,3,1,4,os,59580,39.260679153753095
10,3,2,3,1,is,124740,55.84177040110668
8,7,1,2,3,ws,30258,76.66666666666666
6,4,2,3,2,ws,46267,91.49206349206348
8,10,3,4,1,os,31707,31.35824012936265
3,7,1,2,2,is,256081,48.07661063596921
9,10,2,1,1,os,32684,30.611456176673517
8,8,3,4,2,ws,23098,79.375
3,10,1,4,4,is,255404,45.46830759704331
4,8,3,3,1,os,41213,43.125
9,5,2,4,3,is,97396,51.24031735704168
7,4,1,4,3,os,69052,47.72227361496557
3,8,4,3,3,ws,50066,81.6470258136925
3,3,2,4,2,ws,122421,86.68537224092783
4,10,4,3,1,os,42474,39.00000000000021
7,8,3,1,3,is,62628,45.6329697759713
5,4,2,4,2,is,124091,52.43349753694592
5,9,2,1,1,os,35544,36.60937659461297
4,4,4,2,4,os,63726,54.16666666666667
9,3,3,4,1,is,92402,58.83183189776089
9,4,2,3,4,is,107176,54.144620811287474
8,4,4,3,3,os,37204,46.784182275524415
8,10,3,3,1,ws,22259,81.5
3,7,1,2,1,os,69341,44.1059079233352
5,3,2,3,4,os,95653,42.341733126969274
8,7,4,4,1,ws,29461,76.66666666666666
7,8,1,2,4,ws,24517,78.31972789115646
8,6,1,3,2,is,179773,46.851659751037346
10,10,1,3,1,is,252076,42.376426332288325
7,9,3,3,3,os,36882,33.600491692205644
6,7,4,4,2,ws,36646,74.50037792894936
6,6,2,3,4,ws,36923,81.97883597883599
10,3,1,3,3,is,207472,55.84177040110668
9,3,4,1,1,ws,50227,84.29551244366061
10,6,4,4,1,os,29213,36.36655222172475
9,6,1,4,3,os,57323,37.24024231270621
10,4,4,1,3,ws,35072,89.86666666666667
5,10,4,4,1,is,56241,43.255029108822136
10,3,1,2,3,is,207472,55.84177040110668
7,8,2,4,4,os,59715,37.27901120361805
7,9,4,1,4,is,45478,45.075552926484576
5,4,4,1,2,os,52885,51.257954041345045
5,3,2,4,4,os,95653,42.341733126969274
7,8,3,2,4,ws,24517,78.31972789115646
10,7,2,4,4,os,50783,31.633915509777523
9,6,4,2,3,ws,24797,83.668430335097
5,4,4,3,3,os,52885,51.257954041345045
8,4,2,3,2,os,68756,46.784182275524415
5,9,3,2,2,os,34625,36.60937659461297
3,9,3,1,2,is,76978,46.502878644585564
4,7,4,1,2,is,75890,47.48664313088785
7,3,1,4,1,is,206111,57.64452724381605
9,6,3,3,3,ws,24797,83.668430335097
7,5,1,3,1,ws,37804,87.4829931972789
5,7,3,1,4,is,73523,45.8246326250682
7,3,1,1,1,is,206111,57.64452724381605
9,10,1,2,2,is,251452,45.21145334018895
3,8,4,1,2,ws,54424,81.6470258136925
3,7,1,3,1,is,256081,48.07661063596921
6,4,3,4,1,os,52277,49.41678192715536
6,5,4,2,3,os,46011,41.977869986168955
7,3,1,4,3,os,106969,38.90709660367362
8,10,3,3,3,is,47359,42.44153605015673
6,10,3,3,4,os,30435,33.977869986168926
4,7,4,3,4,is,75890,47.48664313088785
7,3,2,4,1,ws,60241,83.18468127991937
4,6,4,4,3,ws,50103,86.19047619047618
9,9,1,3,3,os,41644,32.151079075394634
10,9,2,1,4,ws,25435,70.49453262786595
5,4,4,1,2,is,101511,52.43349753694592
4,10,3,3,4,os,42377,39.00000000000021
5,6,2,1,4,ws,47861,83.32301196340605
9,4,3,3,4,is,74888,54.144620811287474
3,4,3,3,1,os,81448,58.86122637159981
10,8,1,1,1,os,92496,34.98542319749216
9,8,1,1,4,os,41744,35.76432022084197
10,7,4,4,4,os,29078,31.633915509777523
3,5,4,2,2,is,110802,51.754025870750276
8,8,3,4,3,ws,23098,79.375
6,6,4,4,1,ws,36923,81.97883597883599
4,8,2,2,3,is,111634,46.48853639286195
7,8,1,3,4,is,246689,45.6329697759713
6,8,3,4,1,ws,28713,77.32539682539684
5,9,4,4,1,ws,33446,73.04628109225811
8,3,1,1,3,os,129815,37.951868737533445
9,8,1,4,4,os,41714,35.76432022084197
8,5,4,2,3,ws,36257,89.5
3,9,2,2,3,ws,50195,75.74474907808242
10,4,1,1,1,os,166772,45.22027168234065
3,10,2,4,4,ws,49243,83.14702581369247
8,10,3,3,4,is,47359,42.44153605015673
8,8,2,2,2,is,99120,44.08448153887616
7,9,4,1,2,is,45478,45.075552926484576
7,9,4,3,4,is,45478,45.075552926484576
6,7,1,3,4,os,119672,35.375749193176745
10,5,2,1,2,os,65601,37.64288401253914
3,5,3,4,1,os,82743,51.97786998616893
6,3,3,4,4,is,116829,56.91690267623877
4,7,1,2,1,ws,49948,78.50340136054427
9,8,3,3,4,is,57740,46.77315934783481
8,5,4,1,3,ws,41079,89.5
7,6,3,3,2,is,60369,48.247701846990566
10,8,3,1,1,os,21996,34.98542319749216
7,6,1,4,4,is,184398,48.247701846990566
9,9,3,4,1,os,22418,32.151079075394634
6,6,4,1,1,os,37710,40.37223649256826
5,5,2,2,1,os,60709,43.93969656640958
10,5,2,4,4,is,105032,48.328466329518264
6,9,2,4,1,ws,28657,71.69888860894153
7,3,4,3,2,os,62865,38.90709660367362
6,6,2,4,3,is,72656,47.4460032053393
6,9,3,4,4,os,30698,34.96071385882352
3,7,1,4,2,is,256081,48.07661063596921
6,4,3,3,3,ws,46267,91.49206349206348
9,7,4,2,2,is,48230,47.70967598332034
7,7,2,4,2,is,101206,46.567676151999095
6,5,1,3,2,ws,44863,87.22539682539681
8,4,1,2,2,ws,38418,93.54166666666667
3,5,4,3,1,os,82743,51.97786998616893
8,7,3,1,2,os,45996,33.03281870624542
7,10,4,3,2,os,26507,32.394637534323124
10,5,2,3,4,is,105032,48.328466329518264
10,7,1,3,2,os,129097,31.633915509777523
4,10,2,3,4,is,72822,44.842274966412944
7,5,1,4,3,ws,37804,87.4829931972789
4,10,2,1,3,is,72822,44.842274966412944
7,5,1,3,3,os,68279,40.27305698721078
10,8,2,3,3,os,36254,34.98542319749216
8,6,4,3,2,os,30427,37.863685316016664
6,3,2,1,2,os,189044,40.48981438792386
10,7,3,3,4,os,29136,31.633915509777523
8,3,1,2,4,os,129815,37.951868737533445
7,10,3,4,1,ws,23635,79.64625850340137
10,9,2,1,1,os,36166,31.42266894450797
8,9,4,3,4,is,45010,43.483436853002075
4,3,1,4,1,ws,96357,86.89594356261023
9,8,4,2,1,ws,19446,79.43562610229276
6,3,4,4,3,ws,71109,82.60591808739953
3,8,2,1,4,os,53304,47.47233748271093
10,5,2,4,3,is,105032,48.328466329518264
10,6,3,1,3,os,29343,36.36655222172475
6,9,3,1,1,is,51539,44.25182117935741
3,3,3,3,2,os,126443,49.8931065689946
7,6,4,2,3,os,33562,38.806315550511876
9,3,1,3,4,is,207604,58.83183189776089
8,8,4,3,1,os,23554,36.38530016170328
6,4,4,1,3,is,92057,52.2063492063492
10,10,4,2,1,is,49981,42.376426332288325
6,3,1,4,4,ws,71109,82.60591808739953
3,9,2,4,4,is,77120,46.502878644585564
9,3,2,4,4,ws,47967,84.29551244366061
8,3,2,4,4,ws,57559,84.75308641975309
6,6,4,2,3,ws,36923,81.97883597883599
3,7,3,1,3,os,69341,44.1059079233352
4,10,3,2,4,is,61253,44.842274966412944
10,3,1,1,3,is,207472,55.84177040110668
9,8,3,4,2,is,57740,46.77315934783481
8,6,3,2,4,is,60277,46.851659751037346
8,8,1,3,3,os,47796,36.38530016170328
7,7,4,1,1,is,55761,46.567676151999095
5,10,3,1,4,os,34929,35.964311951024975
8,10,4,2,4,ws,22209,81.5
5,6,3,2,2,ws,43031,83.32301196340605
7,8,3,4,2,os,36945,37.27901120361805
6,10,3,1,1,ws,33943,79.22539682539683
5,5,3,4,2,ws,52352,88.57536945812808
7,7,2,2,2,is,101206,46.567676151999095
7,10,4,4,2,ws,23635,79.64625850340137
6,6,4,1,3,ws,41798,81.97883597883599
8,4,4,3,1,is,83359,51.875
6,4,3,2,2,ws,46267,91.49206349206348
3,9,4,3,4,os,54193,43.2793499552379
6,10,1,3,1,os,85750,33.977869986168926
5,3,2,4,1,is,128296,57.26574412852868
5,9,3,2,4,ws,33446,73.04628109225811
8,3,4,1,1,ws,59994,84.75308641975309
8,6,3,3,4,ws,29854,84.04761904761907
9,9,4,1,1,os,22294,32.151079075394634
6,3,3,2,1,os,81696,40.48981438792386
10,9,4,3,2,is,39664,43.36011042097992
7,3,1,3,4,os,106969,38.90709660367362
4,5,1,4,3,os,64288,47.000000000000206
5,10,3,3,1,ws,32625,80.63054187192118
9,5,3,2,3,is,62534,51.24031735704168
9,6,4,1,1,ws,30287,83.668430335097
9,9,2,4,3,ws,19455,73.61943954536545
9,6,2,3,4,os,46161,37.24024231270621
8,10,2,3,1,os,37518,31.35824012936265
7,6,4,2,1,os,33562,38.806315550511876
10,4,4,2,3,ws,30965,89.86666666666667
5,9,1,1,2,is,164759,44.27614764046542
10,8,3,4,1,os,21974,34.98542319749216
5,4,2,4,4,ws,53679,92.8144499178982
3,7,4,3,1,ws,63736,78.23526267970719
10,4,3,2,2,ws,30965,89.86666666666667
3,3,3,1,2,is,161859,59.688012753941734
4,4,3,3,1,ws,62081,95.95238095238096
5,9,1,3,1,ws,33446,73.04628109225811
10,4,4,2,2,ws,30965,89.86666666666667
5,7,3,3,2,is,73523,45.8246326250682
6,9,4,4,4,ws,28657,71.69888860894153
9,6,3,1,2,ws,30287,83.668430335097
8,4,4,4,1,os,37204,46.784182275524415
6,7,3,2,1,is,69998,45.75185066317613
3,10,3,1,4,is,73587,45.46830759704331
4,5,3,3,1,is,93694,51.21082930909925
6,5,4,4,2,ws,44863,87.22539682539681
6,8,1,3,2,ws,28713,77.32539682539684
5,8,2,3,3,ws,33461,78.71674876847291
9,5,1,2,1,ws,29871,88.57848324514991
10,7,4,1,2,os,29078,31.633915509777523
8,7,1,1,3,os,66426,33.03281870624542
9,10,2,4,2,ws,18685,80.57848324514991
8,9,4,1,4,is,45010,43.483436853002075
4,5,1,2,4,ws,60811,91.42857142857143
10,7,4,4,2,os,29078,31.633915509777523
5,7,3,3,4,os,44468,37.09714691306419
10,7,4,1,4,ws,30088,73.25714285714284
6,3,1,3,3,ws,71109,82.60591808739953
9,9,4,4,2,ws,19333,73.61943954536545
9,5,3,1,3,is,62534,51.24031735704168
7,6,3,2,3,os,51876,38.806315550511876
10,8,4,2,3,os,21549,34.98542319749216
7,6,3,1,4,ws,36377,82.53968253968254
8,10,1,2,3,is,252466,42.44153605015673
7,8,3,4,2,is,62628,45.6329697759713
7,10,1,1,2,is,251679,44.07962808948025
8,5,3,3,1,is,76496,48.80178333776948
3,3,1,2,4,ws,122421,86.68537224092783
7,4,1,1,3,is,222228,52.97278911564638
3,7,2,2,4,is,89514,48.07661063596921
6,3,1,3,3,is,208546,56.91690267623877
7,3,2,1,3,is,109602,57.64452724381605
9,9,4,2,1,os,22294,32.151079075394634
6,7,4,1,4,ws,41911,74.50037792894936
7,6,2,3,3,os,87628,38.806315550511876
4,10,4,1,2,ws,43891,83.42857142857142
8,7,3,2,2,os,45996,33.03281870624542
7,9,3,1,2,ws,30412,72.63290501385741
5,5,4,2,1,os,53343,43.93969656640958
7,3,4,1,1,ws,62207,83.18468127991937
5,10,2,2,1,os,35343,35.964311951024975
7,5,2,1,3,os,115433,40.27305698721078
7,3,4,2,3,ws,60241,83.18468127991937
5,10,4,4,2,is,56241,43.255029108822136
3,4,2,2,4,is,130767,54.786756453423116
3,4,3,2,4,is,129771,54.786756453423116
4,7,3,3,1,is,80199,47.48664313088785
7,7,2,4,4,os,87443,33.923391949029536
8,6,4,4,3,is,60277,46.851659751037346
3,6,4,1,4,os,68007,49.65795077828307
6,5,2,1,1,ws,49117,87.22539682539681
10,4,3,2,4,ws,30965,89.86666666666667
8,9,1,2,2,os,47705,32.748132771602144
8,3,3,3,3,os,95056,37.951868737533445
5,5,1,2,3,is,253398,49.44564101689985
7,7,4,4,3,is,55761,46.567676151999095
4,6,3,3,1,os,52788,45.039682539682275
4,9,1,2,2,is,165465,45.88583259390712
9,5,2,1,1,is,97396,51.24031735704168
3,5,1,1,3,os,82743,51.97786998616893
6,5,4,2,2,os,46011,41.977869986168955
6,7,2,1,3,ws,41911,74.50037792894936
8,5,1,1,4,os,84928,39.260679153753095
3,10,1,3,2,ws,49243,83.14702581369247
4,3,3,1,4,is,138751,59.259039715471246
5,8,3,2,4,is,72073,44.85583914108737
6,3,2,3,4,os,189044,40.48981438792386
5,9,4,3,1,os,34625,36.60937659461297
7,9,2,2,2,os,59655,33.600491692205644
5,5,1,1,1,os,55644,43.93969656640958
3,6,1,3,4,is,182857,49.83017511832632
6,7,4,2,3,is,62216,45.75185066317613
7,6,2,4,3,is,63535,48.247701846990566
9,10,3,1,2,is,42289,45.21145334018895
9,4,2,1,4,os,60000,46.22728318380493
8,9,2,1,3,ws,29214,73.80070546737214
5,6,4,2,4,ws,43031,83.32301196340605
8,9,4,1,1,ws,29214,73.80070546737214
7,7,3,1,3,is,64800,46.567676151999095
5,10,1,4,1,is,253762,43.255029108822136
3,8,2,3,1,os,53226,47.47233748271093
10,6,4,1,2,is,53571,46.508437067773166
10,5,1,4,1,ws,29524,85.76
4,9,2,3,3,os,58417,39.144620811287666
9,5,1,3,1,is,251245,51.24031735704168
8,9,4,2,1,is,45010,43.483436853002075
8,8,1,2,2,ws,23807,79.375
9,6,4,1,2,is,52749,49.4020846902359
9,10,4,4,1,os,22272,30.611456176673517
7,3,2,2,3,os,178755,38.90709660367362
9,8,1,2,3,is,239198,46.77315934783481
7,6,1,3,1,is,184398,48.247701846990566
8,7,4,3,3,os,30752,33.03281870624542
8,6,1,4,2,ws,30559,84.04761904761907
6,6,1,1,1,is,180561,47.4460032053393
5,8,2,2,2,is,107629,44.85583914108737
3,6,3,3,3,os,68007,49.65795077828307
10,5,4,2,4,ws,29524,85.76
6,3,1,2,4,is,208546,56.91690267623877
9,7,3,3,3,is,60081,47.70967598332034
3,3,4,1,1,os,126443,49.8931065689946
4,7,1,3,2,ws,49948,78.50340136054427
4,5,4,1,1,ws,68747,91.42857142857143
6,10,1,3,3,ws,27847,79.22539682539683
7,6,4,4,3,is,60369,48.247701846990566
4,6,3,3,2,is,82371,49.25903971547125
4,3,1,3,1,os,98344,45.21604938271575
7,10,4,1,1,is,53611,44.07962808948025
3,6,3,3,1,os,68007,49.65795077828307
6,9,2,3,2,is,52562,44.25182117935741
9,8,2,2,1,is,93190,46.77315934783481
7,8,3,1,1,os,36991,37.27901120361805
4,8,3,2,4,is,76020,46.48853639286195
5,7,2,4,3,ws,42808,75.81233872859491
10,8,3,4,4,is,58664,43.91612990163044
8,8,1,2,4,os,47796,36.38530016170328
3,6,3,2,2,is,97977,49.83017511832632
10,10,3,4,3,os,21736,29.788338557993676
3,10,3,2,2,os,54934,43.97786998616895
6,3,1,3,2,is,208546,56.91690267623877
5,7,3,1,1,os,44468,37.09714691306419
10,8,1,3,3,os,92474,34.98542319749216
8,9,4,4,1,is,45010,43.483436853002075
7,6,1,2,4,os,53603,38.806315550511876
9,10,2,3,4,ws,18685,80.57848324514991
3,3,1,3,3,os,126443,49.8931065689946
5,4,4,4,3,os,52885,51.257954041345045
7,10,4,3,3,os,26507,32.394637534323124
3,8,2,4,1,is,120676,47.094227168902634
9,5,3,2,4,is,62534,51.24031735704168
5,10,3,1,1,ws,38600,80.63054187192118
9,8,1,1,2,is,239198,46.77315934783481
6,7,3,1,3,os,40557,35.375749193176745
9,10,2,3,1,is,53501,45.21145334018895
3,5,4,4,3,ws,77327,91.14702581369247
7,5,2,4,1,ws,37804,87.4829931972789
4,5,2,1,4,os,113868,47.000000000000206
8,3,3,1,1,is,106606,56.851659751037346
6,3,3,1,3,is,116829,56.91690267623877
8,7,2,4,2,ws,29461,76.66666666666666
9,7,1,3,4,os,57118,32.43419106773139
9,6,4,3,3,is,52749,49.4020846902359
5,10,2,1,4,is,69218,43.255029108822136
4,6,4,2,2,is,82371,49.25903971547125
9,5,1,1,4,ws,34745,88.57848324514991
3,4,3,4,4,is,129771,54.786756453423116
7,6,2,2,1,ws,31295,82.53968253968254
6,9,1,4,3,is,164312,44.25182117935741
10,3,4,4,2,ws,47187,81.26913580246917
10,5,2,2,4,ws,29524,85.76
5,8,2,1,2,ws,38999,78.71674876847291
3,3,4,1,1,is,161859,59.688012753941734
7,3,4,2,3,is,106805,57.64452724381605
9,3,2,3,4,os,92331,37.31862757627668
8,5,1,3,2,is,252189,48.80178333776948
8,9,2,4,1,ws,22921,73.80070546737214
6,4,2,2,1,is,94047,52.2063492063492
9,4,2,4,4,os,60000,46.22728318380493
8,3,4,4,1,is,108242,56.851659751037346
8,9,1,1,2,ws,30009,73.80070546737214
7,6,3,1,2,is,60369,48.247701846990566
8,6,1,4,4,os,66638,37.863685316016664
6,6,4,1,1,is,67475,47.4460032053393
3,5,3,4,3,is,110802,51.754025870750276
6,9,4,2,1,ws,28657,71.69888860894153
9,6,2,4,1,os,46161,37.24024231270621
7,9,3,3,2,is,46589,45.075552926484576
9,3,1,2,4,is,207604,58.83183189776089
5,3,4,1,3,os,81687,42.341733126969274
4,8,3,3,3,ws,39175,81.78571428571429
3,10,3,4,2,ws,49243,83.14702581369247
6,10,3,2,2,ws,27847,79.22539682539683
10,4,4,3,1,os,36450,45.22027168234065
6,5,3,3,4,is,77787,49.291084156136044
6,7,2,3,4,os,94355,35.375749193176745
6,7,2,4,2,is,106673,45.75185066317613
6,6,3,3,2,os,40665,40.37223649256826
9,8,2,1,3,os,33104,35.76432022084197
10,3,2,2,3,os,101167,36.43709895893818
4,6,3,2,2,os,52788,45.039682539682275
3,8,1,3,4,os,53226,47.47233748271093
10,3,4,3,2,os,56188,36.43709895893818
6,3,1,1,2,is,208546,56.91690267623877
7,6,4,4,2,ws,31295,82.53968253968254
8,6,4,2,2,is,60277,46.851659751037346
7,9,2,4,3,ws,24438,72.63290501385741
3,4,1,3,1,os,81448,58.86122637159981
9,8,2,4,2,is,93190,46.77315934783481
4,3,4,1,2,is,139397,59.259039715471246
5,9,1,3,3,os,36762,36.60937659461297
10,10,3,4,4,ws,18167,78.08000000000001
10,8,4,2,4,os,21549,34.98542319749216
4,9,2,2,2,os,58417,39.144620811287666
3,6,1,3,2,os,68007,49.65795077828307
6,7,1,4,3,ws,36646,74.50037792894936
8,4,3,1,1,os,60329,46.784182275524415
5,6,3,2,4,is,74941,47.55145841424279
6,9,3,4,3,is,51539,44.25182117935741
6,6,1,2,2,os,119836,40.37223649256826
4,9,3,3,4,os,41909,39.144620811287666
5,7,3,4,1,os,44468,37.09714691306419
8,9,1,4,1,is,163488,43.483436853002075
7,9,2,3,3,is,49929,45.075552926484576
8,6,2,2,4,ws,29761,84.04761904761907
5,5,4,4,2,os,53343,43.93969656640958
6,6,4,3,2,os,37710,40.37223649256826
8,5,3,3,2,is,76496,48.80178333776948
10,5,1,4,4,os,165961,37.64288401253914
7,9,3,1,1,is,46589,45.075552926484576
5,10,3,2,4,ws,32625,80.63054187192118
3,4,2,3,3,os,90766,58.86122637159981
3,3,2,3,2,is,161859,59.688012753941734
8,3,2,1,3,is,135100,56.851659751037346
4,7,2,1,2,os,86524,39.761904761905086
3,7,2,4,1,ws,63736,78.23526267970719
4,10,1,1,3,os,42377,39.00000000000021
3,3,2,1,2,is,161859,59.688012753941734
7,9,1,1,4,ws,30412,72.63290501385741
3,7,4,2,1,ws,63736,78.23526267970719
4,6,3,1,2,os,52788,45.039682539682275
5,10,1,1,1,is,253762,43.255029108822136
4,3,3,4,4,is,138751,59.259039715471246
4,3,1,3,1,ws,96357,86.89594356261023
5,5,1,2,1,os,55644,43.93969656640958
10,3,2,2,2,is,124740,55.84177040110668
4,8,1,4,4,os,41213,43.125
8,4,3,2,1,os,60329,46.784182275524415
7,9,4,2,4,ws,24438,72.63290501385741
9,10,2,2,4,os,32684,30.611456176673517
5,7,2,4,2,ws,42808,75.81233872859491
3,7,1,3,2,os,69341,44.1059079233352
8,3,2,2,1,ws,57559,84.75308641975309
8,3,4,4,3,os,57016,37.951868737533445
8,10,2,2,1,is,61600,42.44153605015673
9,6,2,4,3,ws,24949,83.668430335097
8,5,2,3,2,is,110679,48.80178333776948
7,8,1,4,4,is,246689,45.6329697759713
9,9,3,2,3,ws,19333,73.61943954536545
7,8,4,1,1,ws,30361,78.31972789115646
7,7,1,3,4,ws,30994,75.05021056041463
5,5,1,1,1,is,253398,49.44564101689985
5,3,4,2,4,os,81687,42.341733126969274
10,6,1,1,2,is,179467,46.508437067773166
3,9,1,4,1,is,164549,46.502878644585564
5,9,1,4,1,os,36762,36.60937659461297
5,4,1,1,4,os,55227,51.257954041345045
7,8,1,2,1,os,39062,37.27901120361805
4,4,1,2,3,ws,62081,95.95238095238096
5,10,4,2,4,os,34929,35.964311951024975
9,6,3,2,1,is,52067,49.4020846902359
5,5,2,4,2,os,60709,43.93969656640958
8,8,4,3,3,is,49003,44.08448153887616
6,9,3,4,1,is,51539,44.25182117935741
4,4,1,2,1,os,63515,54.16666666666667
8,8,4,1,1,ws,29163,79.375
5,7,2,1,4,os,47867,37.09714691306419
8,10,3,2,1,os,31707,31.35824012936265
6,4,2,4,3,ws,46267,91.49206349206348
3,5,4,3,2,is,110802,51.754025870750276
10,3,4,3,4,is,97570,55.84177040110668
6,4,1,2,4,os,152991,49.41678192715536
4,8,4,2,2,ws,39175,81.78571428571429
3,3,2,3,4,ws,122421,86.68537224092783
6,7,4,4,1,ws,36646,74.50037792894936
7,6,2,2,2,is,63535,48.247701846990566
9,9,1,1,4,ws,25717,73.61943954536545
10,10,2,4,2,os,35838,29.788338557993676
7,4,3,2,1,ws,39233,92.08390022675738
8,8,1,1,4,ws,29959,79.375
9,8,3,2,3,is,57740,46.77315934783481
8,4,2,1,1,ws,41535,93.54166666666667
10,10,1,3,3,is,252076,42.376426332288325
4,9,3,4,1,os,41909,39.144620811287666
7,5,1,3,1,is,251847,50.080112406953795
9,8,1,1,4,is,239198,46.77315934783481
6,6,4,4,1,is,67475,47.4460032053393
3,7,3,4,1,ws,63736,78.23526267970719
7,4,3,3,4,os,67431,47.72227361496557
8,5,2,4,1,ws,36257,89.5
4,6,2,4,1,is,83633,49.25903971547125
6,8,4,1,1,ws,34342,77.32539682539684
10,5,1,3,4,os,165961,37.64288401253914
6,10,3,4,3,is,51139,43.24442056028262
3,5,4,3,4,is,110802,51.754025870750276
7,10,4,3,1,ws,23635,79.64625850340137
3,8,3,1,4,is,85095,47.094227168902634
10,5,1,3,2,os,165961,37.64288401253914
4,5,1,4,4,os,64288,47.000000000000206
9,6,2,4,1,is,63689,49.4020846902359
3,10,1,1,2,is,255404,45.46830759704331
6,7,2,4,4,os,94355,35.375749193176745
6,3,3,4,3,os,81696,40.48981438792386
3,4,2,1,4,os,90766,58.86122637159981
8,6,4,1,1,os,30427,37.863685316016664
10,7,2,3,3,is,96878,44.84609488568784
10,10,2,2,2,ws,18414,78.08000000000001
8,7,1,1,2,is,250787,45.08424738998285
9,9,1,3,3,is,165393,46.21748502585862
4,7,2,4,4,ws,49948,78.50340136054427
10,6,1,3,4,is,179467,46.508437067773166
3,3,4,2,2,is,161859,59.688012753941734
3,7,1,3,3,is,256081,48.07661063596921
6,8,4,3,1,is,55493,44.80954840724413
4,10,3,3,1,os,42377,39.00000000000021
3,9,1,4,3,os,54193,43.2793499552379
3,9,4,3,4,is,76926,46.502878644585564
5,7,1,4,4,os,46687,37.09714691306419
6,9,2,4,3,os,66372,34.96071385882352
7,8,2,1,1,is,98115,45.6329697759713
5,7,2,2,4,is,111476,45.8246326250682
10,5,3,1,4,is,67817,48.328466329518264
7,6,2,4,3,ws,31295,82.53968253968254
6,4,3,4,3,os,52277,49.41678192715536
10,7,3,2,1,is,58696,44.84609488568784
9,6,1,4,2,os,57323,37.24024231270621
7,9,4,3,4,ws,24438,72.63290501385741
7,4,3,3,3,os,67431,47.72227361496557
9,8,4,4,2,is,42271,46.77315934783481
3,9,2,4,2,is,77120,46.502878644585564
8,6,3,1,4,ws,35280,84.04761904761907
10,5,3,4,1,is,67817,48.328466329518264
5,6,3,1,2,ws,47861,83.32301196340605
5,8,4,4,2,is,61999,44.85583914108737
9,9,2,3,2,is,45471,46.21748502585862
3,9,1,1,1,ws,54152,75.74474907808242
7,5,2,1,1,ws,42258,87.4829931972789
9,9,2,3,3,os,32998,32.151079075394634
9,8,2,4,3,os,33074,35.76432022084197
9,9,4,3,3,ws,19333,73.61943954536545
5,3,2,2,2,os,95653,42.341733126969274
6,5,2,1,2,ws,49117,87.22539682539681
4,3,1,1,1,os,98344,45.21604938271575
8,7,4,4,4,is,55558,45.08424738998285
3,3,1,1,1,ws,122421,86.68537224092783
4,6,2,3,1,os,86663,45.039682539682275
8,4,2,2,1,is,87292,51.875
7,9,1,4,4,os,38955,33.600491692205644
10,7,4,2,2,is,49442,44.84609488568784
10,5,4,2,4,is,62085,48.328466329518264
3,3,3,2,2,is,161859,59.688012753941734
10,3,1,4,2,ws,47187,81.26913580246917
5,6,4,4,4,ws,43031,83.32301196340605
3,5,4,1,4,is,110802,51.754025870750276
8,3,4,2,2,os,57016,37.951868737533445
6,3,4,3,2,os,70508,40.48981438792386
9,3,1,2,3,is,207604,58.83183189776089
10,10,3,3,4,is,42991,42.376426332288325
8,6,1,4,3,is,179773,46.851659751037346
